pmid,title,abstract,journal,year,search_query
37517504,Information about missing patient-reported outcome data in breast cancer trials is frequently not documented: a scoping review.,"This review addresses the common problem of missing patient-reported outcome (PRO) data in clinical trials by assessing the current practice of their statistical handling as reported in publications of randomized controlled trials (RCTs) in patients with breast cancer. We searched PubMed to identify RCTs evaluating biomedical treatments in breast cancer patients with at least one PRO endpoint published between January 2019 and February 2022. Two reviewers independently assessed the eligibility of the publications for this scoping review and extracted prespecified information on missing PRO data and related statistical practices. Of 1,598 publications identified, 118 trials met the inclusion criteria. Eighty-eight (74.6%) trials reported the extent of missing data, with 11 (9.3%) not containing any missing PRO data. Twenty-one (19.6%) trials explicitly stated the statistical approach for handling missing data, with a preference for single imputation over multiple imputation approaches (57.2%/19.0%). Only six (5.6%) trials reported a sensitivity analysis to examine the extent to the results being affected by changes in assumptions made about missing PRO data. International efforts to raise awareness of the importance of accurately reporting state-of-the-art handling of missing PRO data are not yet fully reflected in the current literature of breast cancer RCTs.",Journal of clinical epidemiology,2023,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
37335576,Urinary 2- to 16α-hydroxyestrone ratio did not change with cruciferous vegetable intake in premenopausal women.,"<b></b>The mass ratio of urinary 2-hydroxyestrone to 16-α-hydroxyestrone (2:16) is hypothesized as a biomarker of breast cancer risk in premenopausal women, with higher ratios being theoretically protective. Cruciferous vegetable intake has been associated with higher urinary 2:16 in some studies. We investigated whether a whole-food supplement made from dried Brussels sprouts and kale would increase urinary 2:16 in comparison with placebo or cruciferous vegetables in women. This randomized, parallel arm, placebo-controlled, partly blinded study included 78 healthy premenopausal women (38-50 y) with screening urinary 2:16 ≤3.0. Subjects received either six capsules containing 550 mg dried Brussels sprouts and kale per capsule, 40 g daily alternating broccoli or Brussels sprouts, or placebo for eight weeks. Urinary 2:16 and creatinine were measured at baseline, four, and eight weeks. Intent-to-treat repeated measures-ANOVA with multiple imputation (<i>n</i>=100) for missing values identified no treatment effect (<i>P</i>=0.9) or treatment-by-time interaction (<i>P</i>=0.6); however, a significant time effect was noted (<i>P</i>=0.02). Per-protocol analyses including complete cases found no treatment effect (<i>P</i>=1) or treatment-by-time interaction (<i>P</i>=0.6); however, the significant time effect remained (<i>P</i>=0.03). Restricting analysis to subjects with >80% compliance maintained the time effect (<i>P</i>=0.02). Using Pearson correlations, android-pattern and android:gynoid fat were predictive of change (<i>P</i>≤0.05). In conclusion, neither cruciferous supplements nor an added vegetable serving altered urinary 2:16 in premenopausal women with eight weeks treatment. This ratio did vary with time, which is important for designing future trials.",International journal for vitamin and nutrition research. Internationale Zeitschrift fur Vitamin- und Ernahrungsforschung. Journal international de vitaminologie et de nutrition,2024,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
37220893,Target trial emulation to assess real-world efficacy in the Epidemiological Strategy and Medical Economics metastatic breast cancer cohort.,"Real-world data studies usually consider biases related to measured confounders. We emulate a target trial implementing study design principles of randomized trials to observational studies; controlling biases related to selection, especially immortal time; and measured confounders. This comprehensive analysis emulating a randomized clinical trial compared overall survival in patients with HER2-negative metastatic breast cancer (MBC), receiving as first-line treatment, either paclitaxel alone or combined to bevacizumab. We used data from 5538 patients extracted from the Epidemiological Strategy and Medical Economics-MBC cohort to emulate a target trial using advanced statistical adjustment techniques including stabilized inverse-probability weighting and G-computation, dealing with missing data with multiple imputation, and performing a quantitative bias analysis for residual bias due to unmeasured confounders. Emulation led to 3211 eligible patients, and overall survival estimates achieved with advanced statistical methods favored the combination therapy. Real-world effect sizes were close to that assessed in the existing E2100 randomized clinical trial (hazard ratio = 0.88, P = .16), but the increased sample size allowed to achieve a higher level of precision in real-world estimates (ie, reduced confidence intervals). Quantitative bias analysis confirmed the robustness of the results with respect to potential unmeasured confounding. Target trial emulation with advanced statistical adjustment techniques is a promising approach to investigate long-term impact of innovative therapies in the French Epidemiological Strategy and Medical Economics-MBC cohort while minimizing biases and provides opportunities for comparative efficacy through the synthetic control arms provided. clinicaltrials.gov Identifier NCT03275311.",Journal of the National Cancer Institute,2023,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
37158167,Tailoring capture-recapture methods to estimate registry-based case counts based on error-prone diagnostic signals.,"Surveillance research is of great importance for effective and efficient epidemiological monitoring of case counts and disease prevalence. Taking specific motivation from ongoing efforts to identify recurrent cases based on the Georgia Cancer Registry, we extend recently proposed ""anchor stream"" sampling design and estimation methodology. Our approach offers a more efficient and defensible alternative to traditional capture-recapture (CRC) methods by leveraging a relatively small random sample of participants whose recurrence status is obtained through a principled application of medical records abstraction. This sample is combined with one or more existing signaling data streams, which may yield data based on arbitrarily non-representative subsets of the full registry population. The key extension developed here accounts for the common problem of false positive or negative diagnostic signals from the existing data stream(s). In particular, we show that the design only requires documentation of positive signals in these non-anchor surveillance streams, and permits valid estimation of the true case count based on an estimable positive predictive value (PPV) parameter. We borrow ideas from the multiple imputation paradigm to provide accompanying standard errors, and develop an adapted Bayesian credible interval approach that yields favorable frequentist coverage properties. We demonstrate the benefits of the proposed methods through simulation studies, and provide a data example targeting estimation of the breast cancer recurrence case count among Metro Atlanta area patients from the Georgia Cancer Registry-based Cancer Recurrence Information and Surveillance Program (CRISP) database.",Statistics in medicine,2023,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
37151045,Women's health literacy and attendance in breast cancer screening: A Danish population-based study combining survey and register data.,"To investigate the association between women's health literacy and attendance in the Danish national breast cancer screening programme. In a population-based cross-sectional study, information on two health literacy subscales, measured using the Health Literacy Questionnaire (HLQ), and sociodemographic factors was obtained from the 'How are you? 2017' survey in the Central Denmark Region. Information on screening attendance was obtained from register data from 2016-2017. Data were linked based on individual civil registration numbers. To account for missing data, multiple imputation by chained equations was implemented to fill in missing values on all variables. Unadjusted and adjusted logistic regression analyses were performed separately for two HLQ subscales to estimate odds ratio (OR) of screening attendance. Both multiple imputation analyses and complete case analyses were performed. A total of 6012 women were included in multiple imputed statistical analyses. Generally, women had high health literacy levels. In multiple imputed analyses, the unadjusted OR of the primary HLQ subscale, understanding, was 1.32 (95% confidence interval (CI): 1.10-1.59), indicating higher odds for screening attendance with higher health literacy level. However, after adjustment no significant association between the HLQ subscale of understanding and screening attendance was found (OR 1.09 (95% CI: 0.90-1.33)). Similar results were found for the secondary HLQ subscale of engaging (insignificant association in adjusted analysis). No effect modification from sociodemographic characteristics was found. Similar results were found in complete case analyses. <b>No significant association was found between health literacy and attendance in the Danish breast cancer screening programme.</b>",Scandinavian journal of public health,2024,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
37087701,"Subjective social status, race, and metabolic syndrome in women with breast cancer.","To evaluate the association of subjective social status (SSS) with metabolic syndrome (MetS) severity and its potential contribution to racial health disparities in women with breast cancer. Multicenter cross-sectional study (10 US hospitals) in women (n = 1206) with primary diagnosis of invasive breast cancer received during Mar/2013-Feb/2020. Participants, self-identified as non-Hispanic White or Black, underwent physical and laboratory examinations and survey questions assessing socioeconomic parameters, medical history, and behavioral risks. SSS was measured with the 10-rung MacArthur scale. MetS severity was measured with a validated Z-Score. Generalized linear mixed modeling was used to analyze the associations. Missing data were handled using multiple imputation. Average age was 58 years. On average, the SSS of Black women, given equivalent level of income and education, was lower than the SSS of White women: 6.6 (6.1-7.0) vs 7.7 (7.54-7.79) among college graduates and 6.8 (6.4-7.2) vs 7.6 (7.5-7.8) among women in the high-income category (> $75,000). In multivariable analysis, after controlling for age, income, education, diet, and physical activity, increasing SSS was associated with a decrease in MetS-Z score, - 0.10 (- 0.16 to - 0.04) per every 2 rung increase in the MacArthur scale. Black women with breast cancer rank their SSS lower than White women with breast cancer do at each level of income and education. As SSS is strongly associated with MetS severity these results identify potentially modifiable factors that contribute to racial disparities.",Breast cancer research and treatment,2023,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
36990395,Comparison of supraclavicular surgery plus radiotherapy versus radiotherapy alone in breast cancer patients with synchronous ipsilateral supraclavicular lymph node metastasis: A multicenter retrospective study.,"To evaluate and compare the outcomes of supraclavicular lymph node dissection plus radiotherapy (RT) and RT alone for patients with synchronous ipsilateral supraclavicular lymph node metastasis. In all, 293 patients with synchronous ipsilateral supraclavicular lymph node metastasis across three centers were included. Of these, 85 (29.0%) received supraclavicular lymph node dissection plus RT (Surgery + RT) and 208 (71.0%) received RT alone. All patients received preoperative systemic therapy followed by mastectomy or lumpectomy and axillary dissection. Supraclavicular recurrence-free survival (SCRFS), locoregional recurrence-free survival (LRRFS), distant metastasis-free survival (DMFS), disease-free survival (DFS), and overall survival (OS) were evaluated by using the Kaplan-Meier method and multivariate Cox models. Multiple imputation was used for missing data. The median follow-up duration of the RT and Surgery + RT groups were 53.7 and 63.5 months, respectively. For the RT and Surgery + RT groups, the 5-year SCRFS rates were 91.7% vs. 85.5% (P = 0.522), LRRFS rates were 79.1% vs. 73.1% (P = 0.412), DMFS rates were 60.4 vs. 58.8% (P = 0.708), DFS rates were 57.6% vs. 49.7% (P = 0.291), and OS rates were 71.9% vs. 62.2% (P = 0.272), respectively. There was no significant effect on any outcome when comparing Surgery + RT versus RT alone in the multivariate analysis. Based on four risk factors of DFS, patients were classified into three risk groups: the intermediate- and high-risk groups had significantly lower survival outcomes than the low-risk group. Surgery + RT did not improve outcomes of any risk group compared with RT alone. Patients with synchronous ipsilateral supraclavicular lymph node metastasis may not benefit from supraclavicular lymph node dissection. Distant metastasis remained the major failure pattern, especially for intermediate- and high-risk groups.",Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,2023,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
36915158,Long-term effects of aromatase inhibitors on body mass index among postmenopausal breast cancer survivors in Africa: observational cohort study.,"this study was conducted to assess the impact of AIs on body mass index and high sensitivity as prognostic predictors to be incorporated into point of care technology (POCT) testing in postmenopausal breast cancer women after a 24 month follow up in Africa. An observational cohort study was conducted; including 126 female BC patients with stages ranging from 0-III initially subjected to AIs and subsequently followed up for 24 months. Multiple imputation model was conducted to predict missing data. Random effects model was used to monitor the changes over the time. The study revealed stronger statistically association between BMI and homocysteine (p = 0.021, 95%CI: 0.0083 to 0.1029). Weight and total body fat were strongly associated after 24 months follow up. Hs-CRP was associated with BMI (p = 0.0001), and hs-CRP was associated with other biomedical markers such as calcium (p = 0.021, 95% CI: 0.01 to 0.10), phosphate (p = 0.039, 95%CI: 0.01 to 0.10), and ferritin (p = 0.002, 95%CI: 0.02 to 0.08) and calcium. The patients subjected to AIs are likely to develop cardiovascular adverse events. POCT of care strategy which include clinical, biomedical and genetic predictor's measurement is required to improve BC survivorship.",BMC research notes,2023,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
36809492,"Severity and risk factors of interval breast cancer in Queensland, Australia: a population-based study.","Interval breast cancers (BC) are those diagnosed within 24 months of a negative mammogram. This study estimates the odds of being diagnosed with high-severity BC among screen-detected, interval, and other symptom-detected BC (no screening history within 2 years); and explores factors associated with being diagnosed with interval BC. Telephone interviews and self-administered questionnaires were conducted among women (n = 3,326) diagnosed with BC in 2010-2013 in Queensland. Respondents were categorised into screen-detected, interval, and other symptom-detected BCs. Data were analysed using logistic regressions with multiple imputation. Compared with screen-detected BC, interval BC had higher odds of late-stage (OR = 3.50, 2.9-4.3), high-grade (OR = 2.36, 1.9-2.9) and triple-negative cancers (OR = 2.55, 1.9-3.5). Compared with other symptom-detected BC, interval BC had lower odds of late stage (OR = 0.75, 0.6-0.9), but higher odds of triple-negative cancers (OR = 1.68, 1.2-2.3). Among women who had a negative mammogram (n = 2,145), 69.8% were diagnosed at their next mammogram, while 30.2% were diagnosed with an interval cancer. Those with an interval cancer were more likely to have healthy weight (OR = 1.37, 1.1-1.7), received hormone replacement therapy (2-10 years: OR = 1.33, 1.0-1.7; > 10 years: OR = 1.55, 1.1-2.2), conducted monthly breast self-examinations (BSE) (OR = 1.66, 1.2-2.3) and had previous mammogram in a public facility (OR = 1.52, 1.2-2.0). These results highlight the benefits of screening even among those with an interval cancer. Women-conducted BSE were more likely to have interval BC which may reflect their increased ability to notice symptoms between screening intervals.","Breast cancer (Tokyo, Japan)",2023,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
36648694,Comparison between de novo and metachronous metastatic breast cancer: the presence of a primary tumour is not the only difference-a Dutch population-based study from 2008 to 2018.,"The aim of this study was to compare characteristics and survival of patients with de novo and metachronous metastatic breast cancer. Data of patients with metastatic breast cancer were obtained from the Netherlands Cancer Registry. Patients were categorized as having de novo metastatic breast cancer (n = 8656) if they had distant metastases at initial presentation, or metachronous metastatic disease (n = 2374) in case they developed metastases within 5 or 10 years after initial breast cancer diagnosis. Clinicopathological characteristics and treatments of these two groups were compared, after which multiple imputation was performed to account for missing data. Overall survival was compared for patients treated with systemic therapy in the metastatic setting, using Kaplan Meier curves and multivariable Cox proportional hazards models. The hazard ratio for overall survival of de novo versus metachronous metastases was assessed accounting for time-varying effects. Compared to metachronous patients, patients with de novo metastatic breast cancer were more likely to be ≥ 70 years, to have invasive lobular carcinoma, clinical T3 or T4 tumours, loco-regional lymph node metastases, HER2 positivity, bone only disease and to have received systemic therapy in the metastatic setting. They were less likely to have triple negative tumours and liver or brain metastases. Patients with de novo metastases survived longer (median 34.7 months) than patients with metachronous metastases (median 24.3 months) and the hazard ratio (0.75) varied over time. Differences in clinicopathological characteristics and survival between de novo and metachronous metastatic breast cancer highlight that these are distinct patients groups.",Breast cancer research and treatment,2023,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
36497208,External Validation of the Individualized Prediction of Breast Cancer Survival (IPBS) Model for Estimating Survival after Surgery for Patients with Breast Cancer in Northern Thailand.,"The individualized prediction of breast cancer survival (IPBS) model was recently developed. Although the model showed acceptable performance during derivation, its external performance remained unknown. This study aimed to validate the IPBS model using the data of breast cancer patients in Northern Thailand. An external validation study was conducted based on female patients with breast cancer who underwent surgery at Maharaj Nakorn Chiang Mai hospital from 2005 to 2015. Data on IPBS predictors were collected. The endpoints were 5-year overall survival (OS) and disease-free survival (DFS). The model performance was evaluated in terms of discrimination and calibration. Missing data were handled with multiple imputation. Of all 3581 eligible patients, 1868 were included. The 5-year OS and DFS were 85.2% and 81.9%. The IPBS model showed acceptable discrimination: C-statistics 0.706 to 0.728 for OS and 0.675 to 0.689 for DFS at 5 years. However, the IPBS model minimally overestimated both OS and DFS predictions. These overestimations were corrected after model recalibration. In this external validation study, the IPBS model exhibited good discriminative ability. Although it may provide minimal overestimation, recalibrating the model to the local context is a practical solution to improve the model calibration.",Cancers,2022,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
36408954,Effectiveness of adjuvant chemotherapy for elderly patients with triple-negative breast cancer.,"There is little evidence determining whether elderly patients (from 70 to 90 years old) with triple-negative breast cancer could benefit from adjuvant chemotherapy (AC).  This study explores the effect of AC in these population following surgery. A total of 4610 patients were identified in the Surveillance, Epidemiology, and End Results database (2010-2018). Multiple imputation by chained equations was performed to impute missing data. Inverse probability of treatment weighting (IPTW) was applied to reduce the selection bias. IPTW-adjusted Kaplan-Meiers survival analysis and Cox proportional hazards models were performed to compare breast cancer specific survival (BCSS) and overall survival (OS) in the two treatment groups. The patients were classified into the chemotherapy (n=1989) and the observation (n=2621) groups. The percentage of patients receiving AC versus observation increased significantly from 2010 to 2018 (estimated annual percentage change, 1.49%; 95%CI, 0.75-2.16%, p=0.002). The 5-year IPTW-adjusted rates of BCSS and OS in AC group were better than that in observation group (BCSS: 82.32% vs. 78.42%, p=0.010; OS: 75.54% vs. 64.65%, p<0.001). The patients could benefit from AC based on the results of IPTW-adjusted Cox proportional hazards regression analysis (BCSS: HR, 0.77, 95%CI, 0.62-0.94, p=0.012; OS: HR, 0.66, 95%CI, 0.57-0.78, p<0.001). AC was associated with a significant outcome benefit across the year at diagnosis, marital status, stage, lymph node, surgery, and radiation subgroups (all p<0.050). Patients with T1ab could not benefit from AC (p>0.050). In conclusion, we presented a BCSS and OS benefit from AC in elderly patients with triple-negative breast cancer (TNBC). AC remained a reasonable treatment approach in these specific patients. For the patients with T1ab, de-escalated treatment would be administrated with caution.",Biomolecules & biomedicine,2023,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
36345809,Effectiveness research in oncology with electronic health record data: A retrospective cohort study emulating the PALOMA-2 trial.,"Oncology electronic health record (EHR) databases have increased in quality and availability over the past decade, yet it remains unclear whether these clinical practice data can be used to conduct reliable comparative effectiveness studies. We sought to emulate a clinical trial with EHR data in the advanced breast cancer population and compare our results against the trial. This cohort study used EHR data from US oncology practices. All elements of the study were defined to mimic the PALOMA-2 trial as closely as possible. Patients with hormone-positive, HER-2 negative metastatic breast cancer with no prior treatment for metastatic disease were included. Patients initiating palbociclib and letrozole on the same day following the earliest record of metastasis were compared to those initiating letrozole only. The primary associational measure was the conditional hazard ratio for time-to-next treatment (TTNT). TTNT is well-measured in our data source and amenable for calibration against the randomized study results of the PALOMA-2 trial. We used multiple imputation for several patient characteristics with missing values. There were 3836 study-eligible women with advanced breast cancer. The hazard ratio for TTNT in the observational study (HR: 0.62; 95% CI: 0.56-0.68) was closely aligned with that of the randomized trial (HR: 0.64; 95% CI: 0.52-0.78). Under our assumptions on missing data and comparability of the two study populations, results from our non-randomized study closely matched that of the randomized trial. Further studies are needed to determine whether EHR data can yield reliable conclusions on treatment effects in oncology.",Pharmacoepidemiology and drug safety,2023,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
36233576,"Survival of Breast Cancer by Stage, Grade and Molecular Groups in Mallorca, Spain.","The aims of this study are: (1) to determine cause-specific survival by stage, grade, and molecular groups of breast cancer, (2) to identify factors which explain and predict the likelihood of survival and the risk of dying from this cancer; and (3) to find out the distribution of breast cancer cases by stage, grade, and molecular groups in females diagnosed in the period 2006-2012 in Mallorca (Spain). We collected data regarding age, date and diagnostic method, histology, laterality, sublocation, pathological or clinical tumor size (T), pathological or clinical regional lymph nodes (N), metastasis (M) and stage, histologic grade, estrogen and progesterone receptors status, HER-2 expression, Ki67 level, molecular classification, date of last follow-up or date of death, and cause of death. We identified 2869 cases. Cause-specific survival for the entire sample was 96% 1 year after diagnosis, 91% at 3 years and 87% at 5 years. Relative survival was 96.9% 1 year after diagnosis, 92.6% at 3 years and 88.5% at 5 years. The competing-risks regression model determined that patients over 65 years of age and patients with triple negative cancer have worse prognoses, and as stages progress, the prognosis for breast cancer worsens, especially from stage III.",Journal of clinical medicine,2022,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
35921798,Efficacy of neoadjuvant treatment with or without pertuzumab in patients with stage II and III HER2-positive breast cancer: a nationwide cohort analysis of pathologic response and 5-year survival.,"Pathologic complete response (pCR) rates in early stage HER2-positive breast cancer improved after pertuzumab was added to neoadjuvant treatment. However, survival benefit is less-well established and seems mostly limited to node-positive patients. We used national cancer registry data to compare outcomes of patients treated with and without pertuzumab. We identified stage II-III HER2-positive breast cancer patients treated with neoadjuvant trastuzumab-based chemotherapy between November 2013 until January 2016 from the Netherlands Cancer Registry. During that period pertuzumab was only available in the 37 hospitals that participated in the TRAIN-2 study. Missing grade and pCR-status were obtained from the Dutch Pathology Registry (PALGA) and cause of death from Statistics Netherlands. We used multiple imputation to impute missing data, multivariable logistic regression to evaluate the association between pertuzumab and pCR (ypT0/is, ypN0) and multivariable Cox regression models for overall survival and breast cancer specific survival (BCSS). We identified 1124 patients of whom 453 received pertuzumab. Baseline characteristics were comparable, although tumor grade was missing more often in patients treated without pertuzumab (12% vs. 2%). Pertuzumab improved pCR rates (41% vs 65%, adjusted odds ratio [aOR] 2.91; 95% CI:2.20-3.94). After a median follow-up of 6.0 years, 5-year BCSS rates were 95% and 98% respectively (adjusted hazard ratio [aHR]: 0.58; 95% CI:0.36-0.95). Younger patients derived more benefit from pertuzumab, but no other significant interactions were found. These results support earlier data of a small survival benefit with the addition of pertuzumab to trastuzumab-based neoadjuvant chemotherapy which is most meaningful in younger patients.","Breast (Edinburgh, Scotland)",2022,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
35896851,"A prognostic survival model for women diagnosed with invasive breast cancer in Queensland, Australia.","Prognostic models can help inform patients on the future course of their cancer and assist the decision making of clinicians and patients in respect to management and treatment of the cancer. In contrast to previous studies considering survival following treatment, this study aimed to develop a prognostic model to quantify breast cancer-specific survival at the time of diagnosis. A large (n = 3323), population-based prospective cohort of women were diagnosed with invasive breast cancer in Queensland, Australia between 2010 and 2013, and followed up to December 2018. Data were collected through a validated semi-structured telephone interview and a self-administered questionnaire, along with data linkage to the Queensland Cancer Register and additional extraction from medical records. Flexible parametric survival models, with multiple imputation to deal with missing data, were used. Key factors identified as being predictive of poorer survival included more advanced stage at diagnosis, higher tumour grade, ""triple negative"" breast cancers, and being symptom-detected rather than screen detected. The Harrell's C-statistic for the final predictive model was 0.84 (95% CI 0.82, 0.87), while the area under the ROC curve for 5-year mortality was 0.87. The final model explained about 36% of the variation in survival, with stage at diagnosis alone explaining 26% of the variation. In addition to confirming the prognostic importance of stage, grade and clinical subtype, these results highlighted the independent survival benefit of breast cancers diagnosed through screening, although lead and length time bias should be considered. Understanding what additional factors contribute to the substantial unexplained variation in survival outcomes remains an important objective.",Breast cancer research and treatment,2022,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
35818026,Is age at menopause decreasing? - The consequences of not completing the generational cohort.,"Due to contradictory results in current research, whether age at menopause is increasing or decreasing in Western countries remains an open question, yet worth studying as later ages at menopause are likely to be related to an increased risk of breast cancer. Using data from breast cancer screening programs to study the temporal trend of age at menopause is difficult since especially younger women in the same generational cohort have often not yet reached menopause. Deleting these younger women in a breast cancer risk analyses may bias the results. The aim of this study is therefore to recover missing menopause ages as a covariate by comparing methods for handling missing data. Additionally, the study makes a contribution to understanding the evolution of age at menopause for several generations born in Portugal between 1920 and 1970. Data from a breast cancer screening program in Portugal including 278,282 women aged 45-69 and collected between 1990 and 2010 are used to compare two approaches of imputing age at menopause: (i) a multiple imputation methodology based on a truncated distribution but ignoring the mechanism of missingness; (ii) a copula-based multiple imputation method that simultaneously handles the age at menopause and the missing mechanism. The linear predictors considered in both cases have a semiparametric additive structure accommodating linear and non-linear effects defined via splines or Markov random fields smoothers in the case of spatial variables. Both imputation methods unveiled an increasing trend of age at menopause when viewed as a function of the birth year for the youngest generation. This trend is hidden if we model only women with an observed age at menopause. When studying age at menopause, missing ages must be recovered with an adequate procedure for incomplete data. Imputing these missing ages avoids excluding the younger generation cohort of the screening program in breast cancer risk analyses and hence reduces the bias stemming from this exclusion. In addition, imputing the not yet observed ages of menopause for mostly younger women is also crucial when studying the time trend of age at menopause otherwise the analysis will be biased.",BMC medical research methodology,2022,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
35788969,Unified estimation for Cox regression model with nonmonotone missing at random covariates.,"This article investigates a unified estimator for Cox regression model (Cox, 1972) when covariate data are missing at random (Rubin, 1976). It extends the idea of using parametric working models (Zhao and Liu, 2021) to extract the partial information contained in the incomplete observations. The working models are flexible and convenient to deal with nonmonotone missing data patterns. It can also incorporate auxiliary variables into the analysis to reduce estimation bias and improve efficiency. The unified estimator is consistent and more efficient than the (weighted) complete case estimator. Similar to multiple imputation (MI) method (Rubin, 1987 and 1996), the proposed method is also based on standard (weighted) complete data analysis and can be easily implemented in standard software. Simulation studies comparing the unified estimator with the substantive model compatible modification of the fully conditional specification MI (SMC-FCS) estimator (Bartlett et al., 2015) in various settings indicate that the unified estimator is consistent and as efficient as SMC-FCS estimator. Data from a clinical trial in patients with early breast cancer are analyzed for illustration.",Statistics in medicine,2022,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
35723083,Regional inequalities of tumour size at diagnosis in Germany: An ecological study in eight federal states.,"There is growing recognition of the importance of the residential environment for early detection of cancer. However, few studies have investigated area socioeconomic deprivation, social capital, and rurality in combination. Therefore, we aimed to estimate mutually adjusted associations of these characteristics with tumour size at diagnosis in Germany. We included incident cases of female breast cancer, colorectal cancer, malignant melanoma, uterine cancer, and male bladder cancer, collected by the cancer registries of eight German federal states between 2010 and 2014. Using information on T status at diagnosis, we defined an advanced tumour size for each cancer type. Sex-specific mutually adjusted associations of area socioeconomic deprivation, social capital, and rurality with an advanced tumour size and variance partition coefficients were estimated in multilevel logistic regression. Missing data of the outcome were addressed by multiple imputation. Overall, 386 223 cases were included in this analysis. High area socioeconomic deprivation was associated with an advanced tumour size at diagnosis of colorectal cancer and malignant melanoma. For malignant melanoma, low social capital was associated with an advanced tumour size among females and males, while a rural settlement structure was associated with an advanced tumour size among males only. Since meaningful general contextual effects were found for malignant melanoma, our results underscore that the residential environment is an important predictor of melanoma tumour size. Secondary prevention programmes for this cancer type should target areas with high area socioeconomic deprivation, low social capital, and a rural settlement structure in order to reach those most vulnerable.",International journal of cancer,2022,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
35715629,Obtaining long-term stage-specific relative survival estimates in the presence of incomplete historical stage information.,"Completeness of recording for cancer stage at diagnosis is often historically poor in cancer registries, making it challenging to provide long-term stage-specific survival estimates. Stage-specific survival differences are driven by differences in short-term prognosis, meaning estimated survival metrics using period analysis are unlikely to be sensitive to imputed historical stage data. We used data from the Surveillance, Epidemiology, and End Results (SEER) Program for lung, colon and breast cancer. To represent missing data patterns in less complete registry data, we artificially inflated the proportion of missing stage information conditional on stage at diagnosis and calendar year of diagnosis. Period analysis was applied and missing stage at diagnosis information was imputed under four different conditions to emulate extreme imputed stage distributions. We fit a flexible parametric model for each cancer stage on the excess hazard scale and the differences in stage-specific marginal relative survival were assessed. Estimates were also obtained from non-parametric approaches for validation. There was little difference between the 10-year stage-specific marginal relative survival estimates, regardless of the assumed historical stage distribution. When conducting a period analysis, multiple imputation can be used to obtain stage-specific long-term estimates of relative survival, even when the historical stage information is largely incomplete.",British journal of cancer,2022,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
